a;17470065188870;1.8543701;-0.45547485;9.356537
a;17470085330472;1.925827;-0.052459717;9.738068
a;17470105472074;2.0322876;0.18823242;9.682648
a;17470125613675;2.2406464;0.55026245;9.398132
a;17470145755277;2.6664124;0.5741272;9.308472
a;17470165896878;1.520401;-0.005722046;9.016754
a;17470186038480;1.8773346;0.17434692;9.593475
a;17470206180081;2.1600952;0.6461487;10.150116
a;17470226321683;3.1362305;1.0682068;10.164032
a;17470246463284;2.0709991;0.50582886;9.106323
a;17470266604886;1.7939606;0.2967987;8.888275
a;17470286746488;2.2013092;0.23243713;9.071793
a;17470306888089;1.9629974;0.09024048;9.30983
a;17470327029691;1.9125214;-0.049453735;9.33873
a;17470347171292;1.9762573;-0.04475403;9.331039
a;17470367312894;2.022461;-0.17623901;9.091949
a;17470387454495;2.0424042;-0.4160614;9.02623
a;17470407596097;1.9593964;-0.6246643;9.146317
a;17470427737699;1.7260132;-0.83862305;9.221329
a;17470447879300;1.4798737;-1.0447998;9.150024
a;17470468020902;1.3584747;-1.0107574;9.237747
a;17470488162503;1.3404694;-0.8394928;9.282837
a;17470508304105;1.2854004;-0.7144165;9.15831
a;17470528445706;1.1280823;-0.66893005;8.981735
a;17470548587308;0.88316345;-0.68788147;8.718506
a;17470568728909;0.70344543;-0.698822;8.719131
a;17470588870511;0.47831726;-0.6910553;8.545349
a;17470609012113;0.12742615;-0.7780609;8.549789
a;17470629153714;-0.32781982;-1.1829376;8.426987
a;17470649295316;-0.714447;-1.7952576;8.625656
a;17470669436917;-0.69355774;-2.3215637;9.360077
a;17470689578519;-0.25938416;-2.7184143;10.160843
a;17470709720120;-0.13174438;-3.3394318;10.123459
a;17470729861722;-0.5915985;-3.8264465;9.9613495
a;17470750003324;-0.67012024;-3.4486542;10.004501
a;17470770144925;-0.43370056;-2.78685;10.003418
a;17470790286527;-0.30107117;-2.9173126;9.411606
a;17470810428128;-0.19282532;-4.8047333;8.6298065
a;17470830569730;-0.31452942;-6.9473724;8.112167
a;17470850711331;-0.6037903;-7.255356;7.9536133
a;17470870852933;-0.49490356;-6.4145813;8.200607
a;17470890994534;-0.2878723;-5.801468;8.232544
a;17470911136136;-0.3538208;-5.5387573;7.9543457
a;17470931277738;-0.32543945;-5.6831207;7.1860504
a;17470951419339;-0.004058838;-6.2314453;5.871689
a;17470971560941;0.3009491;-7.0307007;4.4514923
a;17470991702542;0.59936523;-7.4982147;3.8493195
a;17471011844144;1.2822723;-7.3715515;3.924286
a;17471031985745;2.519333;-7.052826;4.181946
a;17471052127347;3.5774078;-6.644623;4.5109406
a;17471072268949;4.37529;-6.242691;4.651993
a;17471092410550;4.940338;-6.493927;4.0918274
a;17471112552152;4.95636;-6.7213745;3.6127167
a;17471132693753;4.9286194;-6.2582855;3.7691498
a;17471152835355;5.3025208;-5.9596252;3.7264557
a;17471172976956;5.579941;-5.7679596;3.6253052
a;17471193118558;5.8058014;-5.4092407;3.3912659
a;17471213260159;6.3697968;-5.4612274;2.6511536
a;17471233401761;7.230179;-5.4106293;2.3706055
a;17471253543363;8.371597;-5.351074;2.5370178
a;17471273684964;9.347076;-5.362976;2.512329
a;17471293826566;10.347992;-5.2855225;2.5885773
a;17471313968167;11.30629;-5.2152863;2.3891907
a;17471334109769;11.921112;-5.8938446;2.2859192
a;17471354251370;11.472366;-6.2841187;1.8840485
a;17471374392972;10.829514;-5.738266;2.1758728
a;17471394534574;11.575684;-5.7238007;1.1625214
a;17471414676175;12.835922;-4.5507965;0.90341187
a;17471434817777;14.307526;0.47805786;3.6384277
a;17471454959378;13.8355255;-2.8424683;4.5919647
a;17471475100980;11.302414;-4.921829;6.4965515
a;17471495242581;9.912735;-6.7019196;10.900864
a;17471515384183;7.761368;-5.5354767;13.873459
a;17471535525784;6.058899;-2.4671936;12.795761
a;17471555667386;4.6255035;-3.9355927;6.599472
a;17471575808988;4.8103943;-6.628601;0.48338318
a;17471595950589;7.348297;-6.69487;-1.5981445
a;17471616092191;9.728958;-4.442276;-0.24412537
a;17471636233792;10.040314;-3.3700104;-2.4744263
a;17471656375394;11.392639;-3.1245117;0.8034363
a;17471676516995;10.118927;-1.7333527;4.4890137
a;17471696658597;8.115326;-2.8329468;4.8606873
a;17471716800199;8.785797;-4.1246033;4.2178345
a;17471736941800;9.6289215;-3.8530579;4.4980927
a;17471757083402;8.851517;-4.001938;4.418518
a;17471777225003;8.08197;-4.131378;4.354645
a;17471797366605;7.7298584;-4.496063;4.4217224
